	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	Labels
0	0.0	0.0	11.185415	28.25401	12.860683	0.0	9.479907	6.7534313	8.111674	13.1515	0.0	0.0	9.286224	0.0	0.0	0.0	4.520843	0.0	5.175393	0.0	0.0	12.497291	0.0	0.0	17.398129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8344936	0.0	0.0	0.0	8.9684	0.0	4.6038284	0.0	0.8344005	0.0	0.0	0.0	0.0	0.0	2.5909047	0.0	10.603534	0.0	0.0	10.208925	11.182169	0.0	0.0	0.0	6.1792326	12.666461	0.0	0.0	0.0	5.7677364	0.0	0.0	0.0	0.0	18.791018	3.3099341	0.0	0.0	0.0	2.444458	4.436576	0.0	13.409168	18.821629	12.365417	13.832273	0.0	0.0	0.0	0.0	11.875034	0.0	0.0	0.0	11.938317	0.0	1.319663	3.9271631	0.0	0.0	0.0	9.91638	0.0	0.0	9.888819	0.002458766	0.0	6.497449	female
1	7.7711678	0.0	10.362153	16.34273	5.102306	0.0	0.0	19.084284	7.2027807	12.137473	0.66095966	0.0	6.6028247	0.0	0.0	0.0	13.732598	0.0	8.359298	12.671409	0.0	8.505195	7.1217995	0.0	0.0	0.0	0.0	9.268497	0.0	0.0	0.0	0.0	4.2813945	6.6902795	0.0	0.0	4.868486	0.0	4.275495	0.0	12.135832	0.15339224	4.9521704	0.0	0.0	0.0	0.0	0.0	14.951274	0.0	2.9804254	6.1353908	0.0	0.0	0.0	0.0	0.0	14.34427	9.693634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.812593	0.0	0.0	0.6437478	0.0	26.025717	0.0	0.0	11.547122	0.0	2.619829	0.4918294	0.0	0.0	6.5410137	0.0	12.846608	0.0	0.0	0.0	0.0	0.0	14.105382	0.0	0.0	0.0	0.0	0.0	0.0	4.2125506	0.0	1.4650066	0.0	4.255036	female
2	0.0	0.0	34.591503	25.539577	8.687786	0.0	0.0	15.090862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.858251	0.0	3.9201915	0.0	0.0	16.063423	0.0	0.0	28.338457	1.3743463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9105425	0.0	0.0	0.0	0.89029586	0.0	0.0	0.0	0.0	0.0	2.31112	0.0	0.0	12.281541	3.9791923	0.0	0.0	2.102806	12.117565	15.123066	13.388469	0.0	0.0	6.712579	0.0	0.0	0.0	0.0	17.949026	14.539652	0.0	0.0	0.0	17.980005	9.495017	0.0	18.726873	13.993611	21.964235	8.375388	0.0	14.561311	0.0	0.0	15.028023	0.0	0.0	0.0	8.826914	0.0	3.2626088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0595756	9.045457	0.0	6.1472573	female
3	0.0	0.0	3.0753686	5.501989	0.0	0.0	0.0	8.02191	0.0	13.517614	18.237986	0.0	20.591253	14.254449	0.0	10.420191	9.751422	0.0	0.5255146	0.0	0.0	4.148018	18.363619	0.0	0.0	0.0	0.0	8.146438	0.0	0.0	0.0	0.0	5.3549824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.821011	0.0	9.302243	13.50044	0.0	0.0	0.0	0.0	0.0	6.914119	0.0	2.7220464	0.0	0.0	0.0	0.0	0.4299471	8.47242	0.0	0.0	0.0	9.939106	11.212234	0.0	0.0	0.0	28.208437	0.0	0.0	5.420993	0.0	4.197331	0.0	0.0	0.0	28.637403	11.586954	15.775132	0.0	16.839516	12.516229	0.0	21.58585	2.960967	0.0	0.0	29.248344	0.0	0.0	0.0	0.0	0.0	0.0	15.803641	0.0	0.0	5.976622	9.154837	0.0	22.860945	female
4	0.0	0.0	0.65010065	18.929258	0.0	0.0	12.924743	0.0	0.0	17.787205	10.898242	0.0	6.653689	4.462978	0.0	0.0	8.64661	0.0	10.358277	8.779576	0.0	1.5062073	0.30110684	0.0	0.0	3.7721121	8.784384	8.969816	0.9846313	0.0	0.0	0.0	0.0	7.542473	0.0	0.0	10.273954	0.0	0.0	0.0	5.8636847	1.760716	3.0197594	2.9576867	0.0	0.0	16.018486	0.0	12.232851	0.0	14.300699	2.1023912	3.256953	0.0	0.0	0.0	1.9613853	7.873772	4.007726	0.0	0.0	0.0	0.0	0.0	2.3045208	0.0	13.179776	0.0	0.0	1.2594147	0.0	14.83707	0.0	0.0	6.341588	14.334617	0.0	3.0783763	0.0	0.0	0.0	10.110002	0.47868976	0.0	0.0	0.0	5.0939035	0.0	10.03392	1.374077	3.133848	0.0	2.4902875	1.6413597	0.0	5.363613	7.288731	0.0	0.0	0.4485639	female
5	0.0	8.374097	20.772125	5.910159	0.0	0.0	0.0	17.435701	0.0	5.679613	0.34593374	0.0	6.119601	26.972574	0.0	14.854555	4.1522217	0.0	0.0	0.0	0.0	7.562546	11.389808	0.0	3.8551116	0.0	0.0	5.354431	0.04684497	0.0	0.0	0.0	4.70519	0.0	0.0	0.0	0.0	0.0	2.3400204	0.0	0.0	0.0	11.269199	3.7316446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8840995	0.0	0.0	0.0	0.0	5.5349402	2.4541774	0.0	0.0	0.0	16.775482	12.743741	0.0	0.0	0.0	17.63884	13.53406	0.0	1.9052212	0.0	2.7769525	0.0	0.0	0.0	27.697405	20.790981	18.876522	0.0	25.420897	15.478908	0.0	23.794512	0.0	0.0	0.0	22.323029	0.0	0.0	0.0	0.0	0.0	0.0	11.220554	0.0	0.0	0.0	13.400685	0.0	7.034503	female
6	0.0	10.724086	37.020924	0.0	1.2005242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.007827	0.0	0.0	3.4284737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9838324	20.276834	0.0	1.7091376	17.916222	0.0	0.0	0.0	0.0	0.8706723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.857026	0.0	23.923273	0.0	0.0	9.557751	0.0	3.9789157	0.0	7.6176357	0.0	0.0	0.0	9.707019	18.138556	16.13776	0.0	0.32875466	0.0	5.8603005	9.53721	0.0	0.0	0.0	0.0	0.0	24.376793	0.0	10.765626	0.7145957	8.714977	0.0	0.0	1.710101	10.228131	3.065817	5.8005705	18.967527	22.838713	0.0	0.0	1.0698941	0.0	0.0	0.0	9.250567	0.0	0.76862013	0.0	0.0	0.0	13.367431	0.0	0.0	8.642986	4.9418154	9.431898	0.0	0.0	female
7	0.0	13.365556	2.3521411	23.787792	4.120667	0.0	0.0	9.92056	0.0	2.8457336	0.0	0.0	13.382788	6.582008	0.0	0.0	2.3565173	0.0	14.446519	0.0	0.0	11.735734	0.0	0.0	0.0	0.14367503	0.0	10.19328	0.42748135	0.0	0.0	0.0	0.0	4.5964274	0.0	0.0	16.964512	0.0	0.0	0.0	1.0891318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.873295	8.044754	0.0	0.0	12.038652	1.8215013	7.552091	0.0	0.0	0.0	8.947645	0.0	0.0	0.0	0.0	0.0	23.850653	0.0	0.0	23.415985	0.0	20.423046	0.0	31.190344	2.8140767	0.0	6.6152287	1.4374359	12.208441	0.0	0.0	7.151755	0.0	0.0	0.0	4.6598806	0.0	14.041897	0.0	0.0	0.0	12.018893	3.1596618	0.25423527	0.0	11.245286	2.9138405	0.0	0.0	female
8	14.521669	2.3037062	32.22772	6.577959	12.3849	0.0	3.604432	20.466324	0.0	0.0	0.0	0.0	7.9220138	20.060349	0.0	2.3925545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.95308	0.0	0.0	4.2636747	0.0	0.0	0.0	10.475188	0.0	0.0	0.0	0.0	0.0	11.482487	0.0	1.6281663	6.4001513	0.0	6.634402	0.0	0.0	0.0	0.0	21.669796	0.0	0.0	3.4744358	0.5478229	0.0	0.0	2.7418902	1.0613459	0.0	0.0	0.0	0.0	8.239102	0.0	0.0	0.0	0.0	0.0	32.75682	0.0	0.8359099	14.7266865	2.7366123	8.854363	0.0	26.62537	11.505905	9.6711	26.185253	27.672329	17.492552	0.0	0.0	19.586073	0.0	0.0	0.0	12.360952	0.0	22.361464	0.0	0.0	0.0	0.0	0.0	14.037342	6.16582	5.9222975	2.9973314	0.0	0.0	female
9	0.0	0.0	11.684833	7.372864	0.0	0.0	0.0	4.542703	0.0	12.702508	12.748729	0.0	6.2552886	5.371895	0.0	0.0	20.628796	0.0	11.236003	12.473158	0.0	7.7598724	11.45024	0.0	0.0	0.0	0.0	15.8238945	8.871019	0.0	0.0	0.0	6.1873965	2.6251395	0.0	3.6156154	2.4848833	0.0	0.0	0.0	0.0	0.0	11.401501	10.611381	0.0	0.0	1.4593179	0.0	0.147605	0.0	11.501243	1.761943	0.0	0.0	0.0	4.0724163	0.0	8.611487	4.563581	0.0	0.0	5.41303	0.54883844	0.0	0.0	0.0	29.126217	0.0	0.0	5.208047	0.0	25.215067	0.0	6.9886255	0.0	1.7593871	0.0	0.0	0.0	3.8955383	3.1484363	3.0266669	8.620463	5.395896	0.0	0.0	7.4818544	0.0	0.9085379	0.0	0.0	0.0	0.0	0.0	0.0	2.2859254	9.026993	0.0	0.0	13.467698	female
